source_type,product_id,product_name,estado_producto,es_estacional,meses_estacionales,ultima_actividad,stock_actual,stock_minimo,stock_maximo,lead_time_dias,lote_minimo_produccion,observacion
PT,PT_8028,* SAZONADOR POLLO KILO (8028),activo,False,"octubre, enero, febrero",2026-03-01,,,,,,
PT,PT_0422,* SMART SELECTION CHIFLE TWOPACK 400G (0422),activo,False,"mayo, agosto, julio",2025-09-01,,,,,,
PT,PT_6306,* SOPA DE POLLO CON ARROZ 60GR (6306),activo,False,"noviembre, mayo, octubre",2026-03-01,,,,,,
PT,PT_6290,* SOPA DE POLLO CON FIDEO 60GR (6290),activo,False,"noviembre, mayo, octubre",2026-03-01,,,,,,
PT,PT_5384,* SUPER ALIÑO COMPL BOT 380(5384),activo,False,"diciembre, marzo, enero",2026-03-01,,,,,,
PT,PT_5391,* SUPER ALIÑO COMPL BOT 500(5391),activo,False,"diciembre, marzo, febrero",2026-03-01,,,,,,
PT,PT_5377,* SUPER ALIÑO COMPL DP 200(5377),activo,True,"octubre, septiembre, diciembre",2025-12-01,,,,,,
PT,PT_5353,* SUPER CHIMI BOT 380GR(5353),activo,False,"febrero, marzo, mayo",2026-03-01,,,,,,
PT,PT_5360,* SUPER CHIMI BOT 500(5360),activo,False,"marzo, enero, diciembre",2026-03-01,,,,,,
PT,PT_5346,* SUPER CHIMI DP 200GR(5346),inactivo,False,"enero, febrero, marzo",2023-04-01,,,,,,
PT,PT_5315,* SUPER SAZON COMPL BOT380(5315),activo,False,"diciembre, febrero, septiembre",2026-03-01,,,,,,
PT,PT_5322,* SUPER SAZON COMPL BOT500(5322),activo,False,"diciembre, marzo, enero",2026-03-01,,,,,,
PT,PT_5308,* SUPER SAZON COMPL DP 200(5308),activo,True,"octubre, noviembre, diciembre",2026-03-01,,,,,,
PT,PT_7019,* SUPERMAXI MAYONESA DOYPACK 200G (7019),activo,False,"junio, noviembre, octubre",2026-03-01,,,,,,
PT,PT_9648,* SUPERMAXI MAYONESA DOYPACK ECON. 1KL (9648),activo,True,"septiembre, diciembre, agosto",2026-03-01,,,,,,
PT,PT_7002,* SUPERMAXI MAYONESA DOYPACK ECON. 400G (7002),activo,True,"septiembre, diciembre, agosto",2026-02-01,,,,,,
PT,PT_1118,* TOSTADO CHIFLE TARRINA 110G(1118),activo,False,"diciembre, marzo, mayo",2026-03-01,,,,,,
PT,PT_1026,* TOSTADO CUERO TARRINA 110G(1026),inactivo,False,"enero, febrero",2023-02-01,,,,,,
PT,PT_1125,* TOSTADO CUERO TARRINA 90G(1125),activo,True,"agosto, junio, marzo",2026-02-01,,,,,,
PT,PT_7799,* VALLES ANDINOS ALIÑO COMPLETO BOTELLA 500G(7799),activo,True,"mayo, junio, diciembre",2026-01-01,,,,,,
PT,PT_3807,* VIC LOP SAZON COMPLETA BOT 310GR (3807),inactivo,True,"febrero, octubre, agosto",2024-02-01,,,,,,
PT,PT_1509,* VINAGRE BLANCO 100ML(1509),inactivo,True,"marzo, mayo, enero",2024-05-01,,,,,,
PT,PT_2506,* VINAGRE BLANCO DE FRUTAS  3.3  LT(2506),activo,False,"enero, febrero, marzo",2026-03-01,,,,,,
PT,PT_1257,* VINAGRE BLANCO DE FRUTAS 1 LT(1257),activo,False,"enero, marzo, febrero",2026-03-01,,,,,,
PT,PT_1517,* VINAGRE BOT DE 450 GRS(1517),activo,False,"febrero, marzo, enero",2026-03-01,,,,,,
PT,PT_2415,* VINAGRE BOTELLA 220 GRS (2415)..,activo,False,"abril, enero, febrero",2026-02-01,,,,,,
PT,PT_1623,* VINAGRE BOTELLA 350 GRS.(1623)..,activo,False,"mayo, junio, febrero",2026-03-01,,,,,,
PT,PT_5958,*ABLANDADOR CARNES FCO 75G(5958),activo,False,"marzo, noviembre, diciembre",2026-03-01,,,,,,
PT,PT_2445,*ACEITE DE OLIVA BOT PET 200ML(2445),activo,False,"enero, marzo, octubre",2026-03-01,,,,,,
PT,PT_5095,*ACEITE DE OLIVA BOT. VIDRIO 150ML(5095),activo,False,"marzo, enero, febrero",2026-03-01,,,,,,
PT,PT_2353,*ACEITE DE OLIVA VIDRIO 250ML(2353),activo,False,"marzo, diciembre, noviembre",2026-03-01,,,,,,
PT,PT_2360,*ACEITE DE OLIVA VIDRIO 500ML(2360),activo,False,"diciembre, noviembre, marzo",2026-03-01,,,,,,
PT,PT_7934,*AKI CHIFLES REDONDO FUNDA 150G(7934),activo,False,"noviembre, octubre, diciembre",2026-03-01,,,,,,
PT,PT_7958,*AKI CHIFLES REDONDO FUNDA 300G(7958),activo,False,"septiembre, noviembre, octubre",2026-03-01,,,,,,
PT,PT_7204,*CHIMICHURRI DESHIDRATADO KILO(7204),activo,False,noviembre,2025-11-01,,,,,,
PT,PT_2426,*EL ARTESANAL ABLANDADOR CARNES FCO 75G(2426),activo,False,"diciembre, febrero, enero",2026-03-01,,,,,,
PT,PT_8047,*EL ARTESANAL ARITOS PICANTES 100G (8047)..,activo,True,"diciembre, marzo, enero",2026-03-01,,,,,,
PT,PT_8009,*EL ARTESANAL BOCADITOS DE MAIZ REDONDOS 300G (8009),activo,False,"diciembre, julio, septiembre",2026-03-01,,,,,,
PT,PT_7996,*EL ARTESANAL BOCADITOS DE MAIZ REDONDOS 50G (7996)..,activo,False,"noviembre, febrero, junio",2026-03-01,,,,,,
PT,PT_8023,*EL ARTESANAL BOCADITOS DE MAIZ TRIANGULO 300G (8023)..,activo,False,"diciembre, septiembre, julio",2026-03-01,,,,,,
PT,PT_8016,*EL ARTESANAL BOCADITOS DE MAIZ TRIANGULO 50G (8016)..,activo,False,"diciembre, febrero, septiembre",2026-03-01,,,,,,
PT,PT_8054,*EL ARTESANAL CHIFLE DULCE 30G (8054)..,activo,False,"marzo, octubre, diciembre",2026-03-01,,,,,,
PT,PT_7972,*EL ARTESANAL CHIFLE REDONDO 150G (7972)..,activo,False,"febrero, diciembre, enero",2026-03-01,,,,,,
PT,PT_7989,*EL ARTESANAL CHIFLE REDONDO 50G (7989)..,activo,False,"febrero, marzo, diciembre",2026-03-01,,,,,,
PT,PT_4944,*EL ARTESANAL CRUNCHY MIX 130 GR (4944),activo,False,"febrero, julio, septiembre",2026-03-01,,,,,,
PT,PT_7810,*EL ARTESANAL CUERITOS 50G (7810)..,activo,True,"diciembre, octubre, enero",2026-03-01,,,,,,
PT,PT_1145,*EL ARTESANAL DULCE DE GUAYABA TARRINA 95G (1145),activo,False,"marzo, julio, febrero",2026-03-01,,,,,,
PT,PT_4937,*EL ARTESANAL LUNCH MIX 150 GR (4937),activo,False,"febrero, diciembre, julio",2026-03-01,,,,,,
PT,PT_4920,*EL ARTESANAL MIX PARTY 150 GR (4920),activo,False,"febrero, julio, abril",2026-03-01,,,,,,
PT,PT_76311055b6,*EL ARTESANAL PAPA ONDULADA 200G..,activo,False,"julio, marzo, noviembre",2026-03-01,,,,,,
PT,PT_7774,*EL ARTESANAL PAPA ONDULADA CASCARA 100G (7774)..,activo,False,"diciembre, julio, octubre",2026-03-01,,,,,,
PT,PT_6547,*EL ARTESANAL PAPAS FRITAS CREMA Y CEBOLLA 200G (6547),activo,True,"marzo, septiembre, febrero",2026-03-01,,,,,,
PT,PT_7834,*EL ARTESANAL PAPAS FRITAS CREMA Y CEBOLLA 50G (7834),activo,True,"diciembre, febrero, enero",2026-03-01,,,,,,
PT,PT_6530,*EL ARTESANAL PAPAS FRITAS HABANERO 200G (6530),activo,True,"noviembre, diciembre, marzo",2026-03-01,,,,,,
PT,PT_8252,*EL ARTESANAL SALSA GOLF DOYPACK DE 200G (8252),activo,False,"enero, febrero, octubre",2026-01-01,,,,,,
PT,PT_4247,*EL ARTESANAL SAZON COMPLETA BOTELLA 500 G(4247),activo,False,"octubre, abril, diciembre",2026-03-01,,,,,,
PT,PT_8030,*EL ARTESANAL TOCINETA 40G (8030)..,activo,True,"octubre, noviembre, diciembre",2026-03-01,,,,,,
PT,PT_6585,*EL ARTESANAL TRIANGULITOS GUACAMOLE 50G (6585),activo,True,"octubre, diciembre, marzo",2026-03-01,,,,,,
PT,PT_6578,*EL ARTESANAL TRIANGULITOS QUESO CHEDDAR 50G (6578),activo,True,"agosto, diciembre, noviembre",2026-03-01,,,,,,
PT,PT_2223,*ESENCIA COCO 100 ML CONDIMENSA (2223),activo,False,"marzo, febrero, agosto",2026-03-01,,,,,,
PT,PT_8355,*ESENCIA DE COCO BOT 500ML (8355) CC,activo,True,"noviembre, abril, mayo",2026-02-01,,,,,,
PT,PT_2216,*ESENCIA VAINILLA 100ML CONDIMENSA(2216),activo,False,"febrero, diciembre, agosto",2026-03-01,,,,,,
PT,PT_8348,*ESENCIA VAINILLA BOT 500ML (8348)CC,activo,False,"marzo, febrero, mayo",2026-02-01,,,,,,
PT,PT_6675,*ESENCIA VAINILLA GALON 3.44LT (6675),inactivo,False,"abril, mayo",2024-05-01,,,,,,
PT,PT_7582,*ESY PAPAS FRITAS BBQ 100G (7582),activo,True,"diciembre, febrero, marzo",2026-03-01,,,,,,
PT,PT_7575,*ESY PAPAS FRITAS SABOR A POLLO 200G (7575),activo,True,"febrero, diciembre, marzo",2026-03-01,,,,,,
PT,PT_0452,*INDIAS S. BICARBONATO FCO 60G (0452),activo,False,"enero, marzo, octubre",2026-03-01,,,,,,
PT,PT_0445,*INDIAS S. SAZONADOR AZAFRAN FCO 60GR (0445),activo,True,"febrero, enero, octubre",2026-03-01,,,,,,
PT,PT_7032,*KRASH CHIFLES CON PICAJIN 25g(7032),activo,False,"agosto, diciembre, febrero",2026-03-01,,,,,,
PT,PT_8060,*KRASH CUERITOS 100g(8060),activo,True,"noviembre, enero, diciembre",2026-03-01,,,,,,
PT,PT_7025,*KRASH PAPAS CON PICAJIN 20g(7025),activo,False,"agosto, octubre, diciembre",2026-03-01,,,,,,
PT,PT_7018,*KRASH PAPAS CREMA Y CEBOLLA 20g(7018),activo,False,"diciembre, octubre, septiembre",2026-03-01,,,,,,
PT,PT_4836,*KRASH TOCINETA 30g(4836),activo,False,"agosto, noviembre, diciembre",2026-03-01,,,,,,
PT,PT_9151,*LA ORIGINAL ALIÑO DISPLAY X 15 (9151),activo,False,"enero, julio, mayo",2025-09-01,,,,,,
PT,PT_0850,*LA ORIGINAL BICARBONATO DISPLAY X 10 (0850),activo,False,"enero, mayo, marzo",2025-09-01,,,,,,
PT,PT_1420,*LA ORIGINAL BICARBONATO FDA 50G (1420),activo,False,"febrero, marzo, octubre",2026-03-01,,,,,,
PT,PT_8061,*LA ORIGINAL CHIFLE DULCE 150G (8061)..,activo,True,"septiembre, octubre, noviembre",2026-03-01,,,,,,
PT,PT_8078,*LA ORIGINAL CHIFLE DULCE 300G (8078) ..,activo,True,"septiembre, agosto, enero",2026-03-01,,,,,,
PT,PT_5d18ad7e15,*LA ORIGINAL CHIMICHURRY DOYPACK 200 GR,activo,False,"febrero, diciembre, septiembre",2026-03-01,,,,,,
PT,PT_7263,*LA ORIGINAL ESENCIA DE COCO 1000 ML (7263),activo,False,"marzo, noviembre, septiembre",2026-03-01,,,,,,
PT,PT_7843,*LA ORIGINAL ESENCIA DE VAINILLA 100 ML (7843),activo,False,"marzo, febrero, diciembre",2026-03-01,,,,,,
PT,PT_6982,*LA ORIGINAL MAYONESA CON LIMON DOYPACK 200G (6982),activo,False,"diciembre, julio, noviembre",2026-03-01,,,,,,
PT,PT_6999,*LA ORIGINAL MAYONESA CON LIMON DOYPACK 400G (6999),activo,True,"diciembre, agosto, octubre",2026-03-01,,,,,,
PT,PT_7850,*LA ORIGINAL MOSTAZA DOYPACK 200G (7850),activo,False,"diciembre, octubre, mayo",2026-03-01,,,,,,
PT,PT_7767,*LA ORIGINAL PAPA ONDULADA CASCARA 100G (7767),activo,False,"junio, agosto, diciembre",2026-03-01,,,,,,
PT,PT_9137,*LA ORIGINAL SAZON COMPLETA DISPLAY X 15 (9137),activo,True,"enero, mayo, septiembre",2025-09-01,,,,,,
PT,PT_1989,*MANI SALADITO TARRINA DE 135G (1989),activo,True,"noviembre, enero, marzo",2026-03-01,,,,,,
PT,PT_6719,*MAPLE FRASCO DE 300G (6719),activo,False,"diciembre, mayo, febrero",2026-03-01,,,,,,
PT,PT_909aefc922,*MAYONESA  AL GRANEL POR KILOS,activo,True,"diciembre, febrero, marzo",2026-03-01,,,,,,
PT,PT_6580,*MAYONESA B/C BALDE 3.8KG (6580),activo,False,"marzo, julio, septiembre",2025-11-01,,,,,,
PT,PT_6191,*MAYONESA DISPLAY X12 (6191),activo,False,"mayo, marzo, diciembre",2026-03-01,,,,,,
PT,PT_7006,*MAYONESA DOYPACK DE 175G(7006),activo,True,"diciembre, marzo, enero",2026-03-01,,,,,,
PT,PT_3992,*MAYONESA DOYPACK DE 200G(3992),activo,False,"octubre, septiembre, noviembre",2025-11-01,,,,,,
PT,PT_4005,*MAYONESA FRASCO 250G(4005),activo,False,"diciembre, agosto, junio",2026-03-01,,,,,,
PT,PT_0694,*MOLINILLO SAL HIMALAYA  MIX PIMIENTAS 90G(0694),activo,False,"octubre, agosto, marzo",2026-03-01,,,,,,
PT,PT_0687,*MOLINILLO SAL HIMALAYA AJO 90G (0687),inactivo,False,"febrero, marzo, abril",2024-08-01,,,,,,
PT,PT_0670,*MOLINILLO SAL HIMALAYA FINAS HIERBAS 90G (0670),activo,False,"octubre, enero, abril",2026-03-01,,,,,,
PT,PT_0724,*MOLINILLO SAL MARINA CON AJO 90G(0724),inactivo,False,"agosto, abril, marzo",2024-10-01,,,,,,
PT,PT_0717,*MOLINILLO SAL MARINA FINAS HIERBAS 90G(0717),activo,False,"enero, noviembre, febrero",2026-03-01,,,,,,
PT,PT_0731,*MOLINILLO SAL MARINA MIX PIM 90G(0731),activo,False,"octubre, agosto, febrero",2026-03-01,,,,,,
PT,PT_6207,*MOSTAZA DISPLAY X12 (6207),activo,False,"mayo, diciembre, noviembre",2026-03-01,,,,,,
PT,PT_4043,*MOSTAZA DOYPACK 200G(4043),activo,False,"diciembre, febrero, octubre",2026-03-01,,,,,,
PT,PT_6696,*PURE DE TOMATE DOYPACK 200G (6696),activo,False,"enero, febrero, julio",2026-03-01,,,,,,
PT,PT_6733,*QUESO CHEDDAR 100G (6733),activo,True,"octubre, noviembre, diciembre",2026-03-01,,,,,,
PT,PT_6627,*REFRITO CRIOLLO DOYPACK 140G(6627),activo,True,"noviembre, abril, julio",2026-03-01,,,,,,
PT,PT_3428,*REFRITO CRIOLLO DOYPACK 200G(3428),activo,False,"noviembre, abril, enero",2025-05-01,,,,,,
PT,PT_4371,*SALSA AMARILLA FINAS HIERBAS FCO 250G (4371),inactivo,False,"enero, marzo, noviembre",2023-12-01,,,,,,
PT,PT_3909,*SALSA BBQ HAWAINA 320G(3909),inactivo,True,"marzo, abril, junio",2024-01-01,,,,,,
PT,PT_3558,*SALSA BBQ HAWAINA DOYPACK 200G (3558),activo,False,"enero, diciembre, julio",2026-03-01,,,,,,
PT,PT_3886,*SALSA BBQ ORIGINAL 320G(3886),activo,False,"enero, octubre, septiembre",2026-03-01,,,,,,
PT,PT_3534,*SALSA BBQ ORIGINAL DOYPACK 20OG(3534),activo,False,"enero, febrero, noviembre",2026-03-01,,,,,,
PT,PT_3893,*SALSA BBQ PICANTE 320G(3893),inactivo,False,"enero, octubre, agosto",2024-06-01,,,,,,
PT,PT_3541,*SALSA BBQ PICANTE DOYPACK 200 GR (3541),activo,False,"enero, septiembre, octubre",2026-03-01,,,,,,
PT,PT_6672,*SALSA CESAR DOYPAC 180G (6672),activo,False,"enero, noviembre, marzo",2026-03-01,,,,,,
PT,PT_5989,*SALSA DE AJO DOYPACK 200G (5989),activo,False,"febrero, noviembre, agosto",2026-03-01,,,,,,
PT,PT_4357,*SALSA DE AJO FRASCO 250G (4357),activo,False,"octubre, febrero, agosto",2026-03-01,,,,,,
PT,PT_5972,*SALSA DE ALBAHACA DOYPACK 200G (5972),activo,False,"febrero, noviembre, diciembre",2026-03-01,,,,,,
PT,PT_4364,*SALSA DE ALBAHACA FRASCO 250G (4364),activo,False,"octubre, febrero, marzo",2026-03-01,,,,,,
PT,PT_ee69cb4958,*SALSA DE TOMATE GALON FRIDAYS 3.8KL(),activo,False,"noviembre, julio, agosto",2025-11-01,,,,,,
PT,PT_6689,*SALSA RANCH DOYPAC 180G (6689),activo,False,"noviembre, marzo, enero",2026-03-01,,,,,,
PT,PT_4395,*SALSA TERAYAKI 320G(4395),activo,False,"octubre, enero, noviembre",2026-03-01,,,,,,
PT,PT_6078,*SALSA TOMATE DISPLAY X12 (6078),activo,False,"mayo, marzo, enero",2026-02-01,,,,,,
PT,PT_3978,*SALSA TOMATE DOYPACK 200G(3978),activo,False,"diciembre, enero, noviembre",2026-03-01,,,,,,
PT,PT_3985,*SALSA TOMATE FRASCO 300G (3985),activo,False,"diciembre, agosto, octubre",2026-03-01,,,,,,
PT,PT_6597,*SALSA TOMATE GALON 3.8KL(6597),activo,False,"septiembre, octubre, mayo",2025-11-01,,,,,,
PT,PT_6658,*SIROPE DE CHOCOLATE DOYPACK 200G (6658),activo,False,"febrero, marzo, diciembre",2026-03-01,,,,,,
PT,PT_6665,*SIROPE DE MORA DOYPACK 200G (6665),activo,False,"febrero, diciembre, marzo",2026-03-01,,,,,,
PT,PT_7941,*SX CHIFLE REDONDO 150G (7941)..,activo,True,"febrero, agosto, noviembre",2026-03-01,,,,,,
PT,PT_7965,*SX CHIFLE REDONDO 300G (7965)..,activo,True,"febrero, diciembre, enero",2026-03-01,,,,,,
PT,PT_6725,*TOMATE DESHIDRATADO EN ACEITE 180G (6725)..,activo,False,"enero, octubre, febrero",2026-03-01,,,,,,
PT,PT_4606,*VIC LOP CHIMICHURRI BOT 310 GRS. (4606),inactivo,True,febrero,2024-02-01,,,,,,
PT,PT_6863,*VINAGRE BALSAMICO 200ML (6863),activo,True,"julio, marzo, febrero",2026-03-01,,,,,,
PT,PT_1264,*VINAGRE DE MANZANA 1 LT(1264),activo,False,"marzo, enero, febrero",2026-03-01,,,,,,
PT,PT_8141,*VINAGRE DE MANZANA 220ML(8141),activo,False,"febrero, septiembre, junio",2026-03-01,,,,,,
PT,PT_2490,*VINAGRE DE MANZANA 3.3LT(2490),activo,False,"febrero, enero, octubre",2026-03-01,,,,,,
PT,PT_8134,*VINAGRE DE MANZANA 350ML(8134)..,activo,False,"abril, marzo, febrero",2026-03-01,,,,,,
PT,PT_8127,*VINAGRE DE MANZANA 450ML (8127,activo,False,"enero, marzo, octubre",2026-03-01,,,,,,
PT,PT_6924,*VINAGRE DE MANZANA MADRE 200ML (6924),activo,True,"octubre, enero, marzo",2026-03-01,,,,,,
PT,PT_3923,*VINAGRE DE VINO 450 GR (3923),activo,False,"noviembre, enero, diciembre",2026-03-01,,,,,,
PT,PT_0564,*VINAGRE ESPECIAS 220 ML(0564),inactivo,False,"junio, marzo, mayo",2023-06-01,,,,,,
PT,PT_1295,*VINAGRE PIÑA MARACUYA 450ML (1295),activo,False,"enero, febrero, octubre",2026-03-01,,,,,,
PT,PT_5460,ACEITE DE GIRASOL 190 ML (5460),inactivo,False,"enero, mayo, febrero",2024-07-01,,,,,,
PT,PT_5866,ACEITE DE GIRASOL 1L (5866),activo,False,"noviembre, marzo, octubre",2026-03-01,,,,,,
PT,PT_5873,ACEITE DE GIRASOL 2L (5873),activo,False,"marzo, diciembre, septiembre",2026-03-01,,,,,,
PT,PT_5842,ACEITE DE GIRASOL 5L (5842),inactivo,True,"febrero, enero, junio",2024-07-01,,,,,,
PT,PT_5859,ACEITE DE GIRASOL RECTANGULAR 500 ML (5859),activo,False,"noviembre, marzo, diciembre",2026-03-01,,,,,,
PT,PT_7150,ACEITE DE SOYA 1L (7150),activo,False,"febrero, marzo",2026-03-01,,,,,,
PT,PT_7143,ACEITE VEGETAL 1L (7143),activo,False,"febrero, enero, marzo",2026-03-01,,,,,,
PT,PT_6740,ACHIOTE ACEITE 1 LT (6740),inactivo,False,diciembre,2024-12-01,,,,,,
PT,PT_3955,ACHIOTE ACEITE BOT 190C CUADRADA (3955),inactivo,False,"marzo, enero, abril",2024-01-01,,,,,,
PT,PT_4135,ACHIOTE ACEITE BOT 190C REDONDA(4135),activo,False,"enero, febrero, marzo",2026-03-01,,,,,,
PT,PT_0305,ACHIOTE ACEITE BOT 440C(0305),activo,False,"marzo, enero, abril",2026-03-01,,,,,,
PT,PT_1029,ACHIOTE ACEITE BOT340C(1029),activo,False,"enero, marzo, febrero",2026-03-01,,,,,,
PT,PT_6450,ACHIOTE ACEITE DOYPACK 100 ML (6450),activo,True,"septiembre, noviembre, marzo",2025-04-01,,,,,,
PT,PT_5590,ACHIOTE EN GRANO DISPX10 ($0.25)(5590),inactivo,False,"abril, junio, julio",2024-04-01,,,,,,
PT,PT_6184,ACHIOTE EN GRANO SELECCIONADO FUNDA 25KL (6184),inactivo,True,"diciembre, enero, noviembre",2024-01-01,,,,,,
PT,PT_0039,ACHIOTE GRANO FDA 50 GRS(0039),activo,False,"enero, octubre, marzo",2026-03-01,,,,,,
PT,PT_7762,ACHIOTE GRANO KILO (7762),activo,False,"enero, julio, octubre",2026-03-01,,,,,,
PT,PT_6130,ACHIOTE MOLIDO FDA 100 GRS (6130),activo,False,"octubre, junio, febrero",2026-01-01,,,,,,
PT,PT_7779,ACHIOTE MOLIDO KILO (7779),activo,False,"agosto, julio, diciembre",2026-03-01,,,,,,
PT,PT_0768,AJI CONDIMENTO FABA KILO (0768),inactivo,True,"junio, julio, febrero",2024-02-01,,,,,,
PT,PT_6788,AJI EN ESCAMAS KILO (6788),activo,True,"diciembre, julio, marzo",2026-03-01,,,,,,
PT,PT_4111,AJI ESCAMAS FCO 30G(4111),activo,False,"diciembre, febrero, noviembre",2026-03-01,,,,,,
PT,PT_4548,AJI ESCAMAS FCO 400 GR (4548),activo,False,"noviembre, febrero, abril",2026-03-01,,,,,,
PT,PT_0786,AJI PARA SEC Y ENCEB FCO 60G (0786),activo,False,"enero, agosto, septiembre",2026-03-01,,,,,,
PT,PT_9582,AJI SECOS ENCEB FCO LINEAL130G (9582),activo,False,"febrero, enero, marzo",2026-03-01,,,,,,
PT,PT_6154,AJI SECOS ENCEBOL FDA 100G(6154),activo,False,"marzo, enero, febrero",2026-03-01,,,,,,
PT,PT_0329,AJI SECOS ENCEBOL FDA 200GR(0329),inactivo,False,"enero, julio, abril",2023-12-01,,,,,,
PT,PT_7892,AJI SECOS Y ENCEBOLLADOS KILO (7892),activo,False,"agosto, enero, febrero",2026-03-01,,,,,,
PT,PT_5316,AJO EN PASTA GALON 3.7 KG (5316),inactivo,False,enero,2023-01-01,,,,,,
PT,PT_4999,AJO EN POLVO DISP X 15 ($0.15)(4999),activo,False,"enero, junio, marzo",2026-03-01,,,,,,
PT,PT_2674,AJO EN POLVO FCO 650 GR (2674),activo,False,"febrero, septiembre, mayo",2026-03-01,,,,,,
PT,PT_1035,AJO EN POLVO FCO 70G(1035),activo,False,"enero, marzo, diciembre",2026-03-01,,,,,,
PT,PT_9667,AJO EN POLVO FCO LINEAL 150G(9667),activo,False,"enero, marzo, febrero",2026-03-01,,,,,,
PT,PT_6970,AJO EN POLVO FDA DE 100GR(6970),activo,False,"marzo, enero, noviembre",2026-03-01,,,,,,
PT,PT_7977,AJO EN POLVO KILO (7977),activo,False,"noviembre, mayo, agosto",2026-03-01,,,,,,
PT,PT_25b4bc9949,AJO PAST BALD DE 20 KILOS,inactivo,True,"septiembre, octubre, julio",2024-11-01,,,,,,
PT,PT_4433,AJO PAST BALD DE 4 KILOS (4433),activo,False,"julio, marzo, septiembre",2026-03-01,,,,,,
PT,PT_4716,AJO PAST DOYPACK VALV 200(4716),activo,False,"junio, octubre, noviembre",2026-03-01,,,,,,
PT,PT_1837,AJO PAST DOYPACK VALV 400(1837),activo,False,"octubre, mayo, julio",2026-03-01,,,,,,
PT,PT_8639,AJO PASTA BOT 300 GRS(8639),activo,False,"noviembre, marzo, febrero",2026-03-01,,,,,,
PT,PT_1739,AJO PASTA BOT 355 GRS(1739),activo,False,"diciembre, marzo, octubre",2026-03-01,,,,,,
PT,PT_1722,AJO PASTA BOT 470 GRS(1722),activo,False,"noviembre, enero, octubre",2026-03-01,,,,,,
PT,PT_8196,AJO PASTA DISPLAY X15 ($0.15) (8196),activo,False,"mayo, julio, junio",2026-03-01,,,,,,
PT,PT_2278,AJO PASTA FRASCO 1KL(2278),activo,False,"marzo, diciembre, enero",2026-03-01,,,,,,
PT,PT_2316,AJO PASTA FUNDA 200 GRS(2316),activo,False,"marzo, febrero, octubre",2026-03-01,,,,,,
PT,PT_2247,AJO POLVO DISP X 10 ($0.25) (2247),activo,False,"enero, octubre, julio",2026-03-01,,,,,,
PT,PT_2308,AJO TROCEADO FRASCO 35G(2308),inactivo,False,"octubre, junio, marzo",2024-12-01,,,,,,
PT,PT_2902,AJONJOLI FRASCO 60G (2902),activo,False,"febrero, mayo, marzo",2026-03-01,,,,,,
PT,PT_2919,AJONJOLI KILO (2919),activo,False,"enero, marzo, abril",2026-03-01,,,,,,
PT,PT_5261,AKI  MANI EN PAST FDA 200G(5261),activo,False,"marzo, febrero, julio",2026-03-01,,,,,,
PT,PT_7812,AKI ACHIOTE ACEITE 190 ML(7812),activo,True,"marzo, junio, diciembre",2026-03-01,,,,,,
PT,PT_5292,AKI AJO EN PAST  FDA 200G(5292),activo,False,"diciembre, marzo, febrero",2026-03-01,,,,,,
PT,PT_5919,AKI AJO PAST BOT.355 GR (5919),activo,False,"marzo, diciembre, enero",2026-03-01,,,,,,
PT,PT_5426,AKI ALPISTE 500G (5426),activo,False,"marzo, febrero, julio",2026-03-01,,,,,,
PT,PT_5062,AKI HARINA ARVEJA 500G(5062),activo,False,"marzo, julio, diciembre",2026-03-01,,,,,,
PT,PT_5086,AKI HARINA DE HABA 500G(5086),activo,False,"diciembre, julio, marzo",2026-03-01,,,,,,
PT,PT_5079,AKI HARINA DE MAIZ 500G(5079),activo,False,"julio, marzo, junio",2025-09-01,,,,,,
PT,PT_5116,AKI HARINA PLATANO 500G(5116),activo,False,"febrero, marzo, septiembre",2026-03-01,,,,,,
PT,PT_6717,AKI MANI GRANO 500G(6717),activo,False,"agosto, marzo, febrero",2026-03-01,,,,,,
PT,PT_5109,AKI MANI TOSTADO 500G(5109),activo,False,"marzo, febrero, enero",2026-03-01,,,,,,
PT,PT_9599,ALBAHACA  FCO LINEAL 30G(9599),activo,False,"marzo, enero, octubre",2026-03-01,,,,,,
PT,PT_7939,ALBAHACA DESIDRATADA FDA DE 1 KL(7939),activo,False,"octubre, septiembre, agosto",2026-03-01,,,,,,
PT,PT_1905,ALBAHACA DISP X 10 ($0.25) (1905),activo,False,"enero, julio, marzo",2026-03-01,,,,,,
PT,PT_1059,ALBAHACA FCO 12G (1059),activo,False,"enero, octubre, febrero",2026-03-01,,,,,,
PT,PT_6000,ALBAHACA FDA. 50 GRS.(6000),inactivo,False,"agosto, febrero, enero",2024-01-01,,,,,,
PT,PT_5997,ALBAHACA FDA.25 GRS.(5997),activo,False,"enero, marzo, septiembre",2026-03-01,,,,,,
PT,PT_3718,ALMENDRA FUNDA 150G(3718),inactivo,False,septiembre,2024-09-01,,,,,,
PT,PT_1101,ALMENDRAS DISPLAY X 6 35GR (1101),activo,True,"marzo, enero, febrero",2026-03-01,,,,,,
PT,PT_3800,ALMENDRAS DOYPACK 65G (3800),activo,False,"marzo, diciembre, septiembre",2026-03-01,,,,,,
PT,PT_1255,ALMENDRAS TARRINA 60 GR (1255),activo,True,"noviembre, febrero, marzo",2026-03-01,,,,,,
PT,PT_6208,ALPISTE FDA. 500 GRS. (6208),inactivo,False,"enero, abril",2023-04-01,,,,,,
