source_type,product_id,product_name,estado_producto,es_estacional,meses_estacionales,ultima_actividad,stock_actual,stock_minimo,stock_maximo,lead_time_dias,lote_minimo_produccion,observacion
PT,PT_0429,AMAZONAS ACHIOTE ACEITE BOT 340CC (0429),activo,False,"marzo, julio, septiembre",2026-02-01,,,,,,
PT,PT_0412,AMAZONAS ACHIOTE ACEITE BOT 440CC (0412),inactivo,False,"diciembre, octubre, noviembre",2025-01-01,,,,,,
PT,PT_6a1dd2caf4,AMAZONAS ACHIOTE GRANO DISP X30($.10),inactivo,False,"enero, agosto",2023-08-01,,,,,,
PT,PT_897b73e9e0,AMAZONAS AJO PASTA BOT 355 G,activo,True,"febrero, enero, octubre",2026-01-01,,,,,,
PT,PT_0948,AMAZONAS AJO PASTA BOT 470G (0948),activo,False,"marzo, julio, octubre",2026-03-01,,,,,,
PT,PT_f40588eae7,AMAZONAS AJO PASTA DISP X 30 ($0.15),activo,False,"marzo, diciembre, febrero",2026-03-01,,,,,,
PT,PT_0559,AMAZONAS ANIS ESP DX30 ($0.10)(0559),activo,False,"enero, julio, febrero",2026-02-01,,,,,,
PT,PT_7fde8240b5,AMAZONAS ANIS ESTREL DX 30($0.15),activo,True,"abril, junio, septiembre",2026-01-01,,,,,,
PT,PT_0689,AMAZONAS CANELA MOLIDA DISP X 30 ($0.15)(0689),activo,False,"octubre, abril, febrero",2026-02-01,,,,,,
PT,PT_0702,AMAZONAS CLAVO OLOR DISP X 30 ($0.15)(0702),activo,False,"mayo, enero, junio",2026-03-01,,,,,,
PT,PT_0726,AMAZONAS COMINO MOLIDO DISP X 30(0726),activo,False,"marzo, enero, julio",2026-03-01,,,,,,
PT,PT_0771,AMAZONAS LINAZA DX30($0.10)(0771),inactivo,True,"julio, enero",2024-01-01,,,,,,
PT,PT_d1924f355f,AMAZONAS MANI DISP. X 30 (0.15),inactivo,True,"septiembre, marzo, noviembre",2024-07-01,,,,,,
PT,PT_0610,AMAZONAS OREGANO DX30($0.10)(0610),activo,False,"febrero, enero, mayo",2026-02-01,,,,,,
PT,PT_0665,AMAZONAS PIMIENTA MOL DX30($0.10)(0665),activo,True,"julio, abril, septiembre",2025-12-01,,,,,,
PT,PT_0658,AMAZONAS PIMIENTA OLOR Dx30($0.15)(0658),activo,False,"junio, diciembre, octubre",2026-01-01,,,,,,
PT,PT_4166,ANIS ESPANOL FCO 40G(4166),inactivo,False,"febrero, enero, septiembre",2023-09-01,,,,,,
PT,PT_0046,ANIS ESPANOL FDA 25GRS(0046),activo,False,"febrero, septiembre, enero",2026-03-01,,,,,,
PT,PT_0794,ANIS ESPANOL FDA DE 50G(0794),activo,False,"enero, septiembre, marzo",2026-03-01,,,,,,
PT,PT_7717,ANIS ESPANOL KILO (7717),activo,False,"mayo, agosto, octubre",2026-03-01,,,,,,
PT,PT_5606,ANIS ESPAÑOL DISPLAYX10 ($0.25)(5606),activo,False,"enero, septiembre, julio",2026-03-01,,,,,,
PT,PT_8172,ANIS ESPAÑOL DISPLAYX15($0.10)(8172),activo,False,"enero, julio, octubre",2026-03-01,,,,,,
PT,PT_5613,"ANIS ESTRELL DISPLAY X10 ($0,30)(5613)",activo,False,"octubre, enero, septiembre",2026-03-01,,,,,,
PT,PT_8189,ANIS ESTRELL DISPLAY X15 ($0.15)(8189),activo,False,"enero, octubre, febrero",2026-03-01,,,,,,
PT,PT_4173,ANIS ESTRELLADO FCO 18G(4173),inactivo,False,"febrero, noviembre, agosto",2023-11-01,,,,,,
PT,PT_1875,ANIS ESTRELLADO FDA 20GR (1875),activo,False,"enero, marzo, octubre",2026-03-01,,,,,,
PT,PT_0718,ANIS ESTRELLADO FDA 40 GR(0718),activo,False,"octubre, marzo, enero",2026-03-01,,,,,,
PT,PT_7724,ANIS ESTRELLADO KILO (7724),activo,False,"julio, octubre, marzo",2026-03-01,,,,,,
PT,PT_5620,APANAD DISP. X 10($0.25) (5620),activo,False,"julio, agosto, enero",2026-03-01,,,,,,
PT,PT_6440,APANAD FDA 200 GRS(6440),activo,False,"enero, marzo, febrero",2026-03-01,,,,,,
PT,PT_0534,APANAD FDA 400 GRS(0534),inactivo,False,"mayo, junio, enero",2023-06-01,,,,,,
PT,PT_1196,APANADURA KILO (1196),activo,False,"mayo, agosto, julio",2026-03-01,,,,,,
PT,PT_1912,APIO DISP X 10 $0.30 (1912),inactivo,True,"junio, noviembre, julio",2024-02-01,,,,,,
PT,PT_1097,APIO FRASCO 12G (1097),activo,False,"enero, febrero, octubre",2026-03-01,,,,,,
PT,PT_0908,APIO FRASCO LINEAL 30G (0908),activo,False,"enero, marzo, febrero",2026-03-01,,,,,,
PT,PT_3824,ARANDANOS DOYPACK 65G (3824),activo,False,"marzo, diciembre, octubre",2026-03-01,,,,,,
PT,PT_0052,AROMAMELIS JAMAICA(0052),inactivo,False,"junio, abril, mayo",2024-06-01,,,,,,
PT,PT_0144,AROMAMELIS MIX(0144),inactivo,False,"abril, mayo, junio",2024-12-01,,,,,,
PT,PT_0076,AROMAMELIS SOBRE CEDRON(0076),inactivo,False,"agosto, enero, marzo",2024-08-01,,,,,,
PT,PT_0083,AROMAMELIS SOBRE H. LUISA(0083),inactivo,False,"enero, julio, mayo",2024-07-01,,,,,,
PT,PT_0045,AROMAMELIS SOBRE HORCHATA(0045),inactivo,False,"agosto, julio, enero",2024-08-01,,,,,,
PT,PT_0069,AROMAMELIS SOBRE MANZANILLA(0069),inactivo,False,"enero, mayo, marzo",2024-08-01,,,,,,
PT,PT_9d2b911375,AROMAMELIS SOBRE TE VERDE,inactivo,False,"agosto, mayo, enero",2024-08-01,,,,,,
PT,PT_5355,ARROZ DE CEBADA DE 500 GRS (5355),activo,False,"enero, octubre, marzo",2026-03-01,,,,,,
PT,PT_1156,BOLITAS DE TAMARINDO TARRINA 85G (1156),activo,False,"abril, junio, marzo",2025-07-01,,,,,,
PT,PT_9803,CANELA MOL FCO LINEAL 100G(9803),activo,False,"octubre, marzo, enero",2026-03-01,,,,,,
PT,PT_5651,CANELA MOLIDA DISPLAY X10 ($0.25)(5651),activo,False,"enero, agosto, marzo",2026-03-01,,,,,,
PT,PT_8240,CANELA MOLIDA DISPLAY X15 ($0.15)(8240),activo,False,"julio, enero, agosto",2026-03-01,,,,,,
PT,PT_0830,CANELA MOLIDA FCO 40G (0830),activo,False,"enero, diciembre, marzo",2026-03-01,,,,,,
PT,PT_5843,CANELA MOLIDA FDA 100 GRS(5843),activo,False,"enero, febrero, marzo",2026-03-01,,,,,,
PT,PT_5850,CANELA MOLIDA FDA 50GR(5850),activo,False,"enero, diciembre, marzo",2026-03-01,,,,,,
PT,PT_7748,CANELA MOLIDA KILO (7748),activo,False,"diciembre, enero, agosto",2026-03-01,,,,,,
PT,PT_5668,CANELA RAMA DISP X10 ($0.40)(5668),activo,False,"enero, octubre, noviembre",2026-03-01,,,,,,
PT,PT_8257,"CANELA RAMA DISPLAY X15 (0,20)(8257)",activo,False,"enero, marzo, febrero",2026-03-01,,,,,,
PT,PT_4203,CANELA RAMA FCO 20G(4203),inactivo,False,febrero,2023-02-01,,,,,,
PT,PT_0077,CANELA RAMA FDA 30 GRS(0077),activo,False,"diciembre, marzo, enero",2026-03-01,,,,,,
PT,PT_4599,CANELA RAMA FDA 60 GRS(4599),activo,False,"diciembre, marzo, febrero",2026-03-01,,,,,,
PT,PT_4609,CANELA RAMA FRASCO GRANDE 125G(4609),activo,False,"octubre, noviembre, junio",2026-03-01,,,,,,
PT,PT_7082,CANELA RAMA FUNDA 500 G (7082),activo,True,"septiembre, enero, febrero",2026-02-01,,,,,,
PT,PT_7755,CANELA RAMA KILO (7755),activo,False,"octubre, julio, junio",2026-03-01,,,,,,
PT,PT_0664,CANELA RAMA X 30 (0.15) (0664),inactivo,False,"enero, marzo, febrero",2024-09-01,,,,,,
PT,PT_5386,CANGUIL FUNDA 500 GR (5386),activo,False,"febrero, noviembre, octubre",2026-03-01,,,,,,
PT,PT_4197,CARDAMOMO FCO 50G (4197),activo,False,"junio, octubre, mayo",2025-10-01,,,,,,
PT,PT_7342,CEBOLLA EN POLVO FCO 70G(7342),activo,False,"enero, febrero, marzo",2026-03-01,,,,,,
PT,PT_6987,CEBOLLA EN POLVO FDA 100G (6987),activo,False,"enero, febrero, marzo",2026-03-01,,,,,,
PT,PT_7984,CEBOLLA EN POLVO KILO (7984),activo,False,"enero, octubre, diciembre",2026-03-01,,,,,,
PT,PT_9674,CEBOLLA EN POLVOFCO LINEAL 150G(9674),activo,False,"enero, marzo, febrero",2026-03-01,,,,,,
PT,PT_6153,CEBOLLIN DESHIDRATADO 1 KILO (6153),activo,True,"marzo, noviembre, agosto",2026-03-01,,,,,,
PT,PT_4180,CEBOLLIN FRASCO 6G(4180),activo,False,"febrero, enero, octubre",2026-03-01,,,,,,
PT,PT_6055,CILANTRO FDA.25 GRS.(6055),activo,False,"noviembre, marzo, septiembre",2026-03-01,,,,,,
PT,PT_6062,CILANTRO FDA.50 GRS.(6062),inactivo,False,"agosto, julio, septiembre",2024-04-01,,,,,,
PT,PT_0854,CILANTRO FRASCO 15G (0854),activo,False,"enero, marzo, octubre",2026-03-01,,,,,,
PT,PT_9896,CILANTRO FRASCO LINEAL 40G (9896),activo,False,"marzo, enero, febrero",2026-03-01,,,,,,
PT,PT_7915,CILANTRO KILO (7915),activo,False,"abril, septiembre, enero",2026-03-01,,,,,,
PT,PT_4877,CIRUELAS FUNDA DE 400 GR(4877),activo,False,"diciembre, enero, febrero",2026-03-01,,,,,,
PT,PT_3749,CIRUELAS PASAS DOYPACK 70G (3749),activo,False,"marzo, diciembre, enero",2026-03-01,,,,,,
PT,PT_4227,CLAVO DE OLOR FCO 25G(4227),inactivo,True,"febrero, enero, marzo",2024-01-01,,,,,,
PT,PT_0084,CLAVO DE OLOR FDA 25 GRS(0084),activo,False,"enero, noviembre, octubre",2026-03-01,,,,,,
PT,PT_0725,CLAVO DE OLOR FDA 50 GRS(0725),activo,False,"septiembre, octubre, marzo",2026-03-01,,,,,,
PT,PT_7731,CLAVO DE OLOR KILO (7731),activo,False,"agosto, octubre, septiembre",2026-03-01,,,,,,
PT,PT_5675,CLAVO OLOR DISPLAY X 10 ($0.25) (5675),activo,False,"enero, octubre, marzo",2026-03-01,,,,,,
PT,PT_8264,"CLAVO OLOR DISPLAY X 15 (0,15)(8264)",activo,False,"enero, octubre, marzo",2026-03-01,,,,,,
PT,PT_4150,COMBO N.2 AJO 355 G+ ACEITE 340 CC (4150),activo,False,"marzo, enero, febrero",2026-03-01,,,,,,
PT,PT_2858,COMBO N.4 AJO 300G+ACEITE BOT.190CC + ALIÑOGRAT(2858),activo,False,"agosto, marzo, febrero",2026-03-01,,,,,,
PT,PT_c05316312f,COMBO N.7 ACHIOTE ACEITE 190ML + AJO POLVO FRASCO 70G + PROD. GRATIS,inactivo,True,"septiembre, agosto, marzo",2025-03-01,,,,,,
PT,PT_6573,COMBO N.9 ACHIOTE ACEITE 190ML + ACEITE GIRASOL 500 ML + PROD. GRATIS(6573),inactivo,False,"septiembre, agosto, noviembre",2024-12-01,,,,,,
PT,PT_0541,COMBOS COLADA MORADA (0541),activo,True,"octubre, septiembre",2025-10-01,,,,,,
PT,PT_4037,COMINO GRANO DISPLAY X 10 ($0.25)(4037),inactivo,False,"junio, julio, marzo",2024-04-01,,,,,,
PT,PT_8233,"COMINO GRANO DISPLAY X 15 (0,10)(8233)",inactivo,False,"enero, febrero",2023-02-01,,,,,,
PT,PT_4210,COMINO GRANO FCO 35G(4210),inactivo,False,"agosto, marzo, octubre",2023-12-01,,,,,,
PT,PT_7816,COMINO GRANO KILO (7816),activo,True,"junio, mayo, julio",2026-03-01,,,,,,
PT,PT_9780,COMINO MOL FCO LINEAL 110G(9780),activo,False,"diciembre, enero, marzo",2026-03-01,,,,,,
PT,PT_5682,COMINO MOLIDO DISPLAY X10 ($0.25)(5682),activo,False,"enero, marzo, febrero",2026-03-01,,,,,,
PT,PT_8226,"COMINO MOLIDO DISPLAY X15 (0,10(8226)",activo,False,"enero, junio, agosto",2026-03-01,,,,,,
PT,PT_4531,COMINO MOLIDO FCO 500 GR (4531),activo,False,"marzo, junio, noviembre",2026-03-01,,,,,,
PT,PT_7359,COMINO MOLIDO FCO 50GR(7359),activo,False,"enero, diciembre, febrero",2026-03-01,,,,,,
PT,PT_0657,COMINO MOLIDO FDA 100 GRS(0657),activo,False,"enero, marzo, febrero",2026-03-01,,,,,,
PT,PT_0398,COMINO MOLIDO FDA 200 GRS(0398),activo,False,"enero, marzo, febrero",2026-03-01,,,,,,
PT,PT_1616,COMINO MOLIDO FDA 50 GRS. (1616),activo,False,"diciembre, marzo, enero",2026-03-01,,,,,,
PT,PT_7105,COMINO MOLIDO FUNDA 500 G (7105),activo,True,"febrero, marzo, enero",2026-03-01,,,,,,
PT,PT_7823,COMINO MOLIDO KILO (7823),activo,False,"julio, agosto, enero",2026-03-01,,,,,,
PT,PT_6795,CONDIMENSA CHIA SEMILLA DOYPACK 100G (6795),activo,True,"noviembre, marzo, febrero",2026-03-01,,,,,,
PT,PT_48285055b5,CONDIMENTO CEBOLLA FABA KILOS GRANEL,activo,True,"noviembre, marzo, febrero",2026-03-01,,,,,,
PT,PT_501fdd6de7,CONDIMENTO PICAJÍN- CHIFLES FABA KILOS GRANEL,activo,True,"noviembre, febrero, diciembre",2026-02-01,,,,,,
PT,PT_3871,CORAL ANIS ESPAÑOL FDA 25G (3871),activo,True,"octubre, marzo, noviembre",2026-03-01,,,,,,
PT,PT_1821,CORAL ANIS ESTRELLADO FDA 30G (1821),activo,True,"octubre, noviembre, enero",2026-03-01,,,,,,
PT,PT_1852,CORAL BICARBONATO FDA 50G (1852),activo,True,"octubre, marzo, enero",2026-03-01,,,,,,
PT,PT_1630,CORAL CANELA RAMA 60G (1630),activo,False,"febrero, octubre, enero",2026-03-01,,,,,,
PT,PT_1784,CORAL LAUREL HOJA  FDA 15G (1784),activo,True,"octubre, noviembre, febrero",2026-03-01,,,,,,
PT,PT_9503,CORAL PAPRIKA FDA 50G (9503),activo,True,"octubre, enero, noviembre",2026-03-01,,,,,,
PT,PT_3833,CORAL SAZONITO FDA 50G (3833),activo,True,"octubre, marzo, noviembre",2026-03-01,,,,,,
PT,PT_3581,CORAL TOMILLO FDA 20G (3581),activo,True,"marzo, octubre, enero",2026-03-01,,,,,,
PT,PT_4555,CURCUMA  FRASCO 450 GR (4555),activo,False,"marzo, febrero, octubre",2026-03-01,,,,,,
PT,PT_1110,CURCUMA  FRASCO 50G(1110),activo,False,"marzo, diciembre, febrero",2026-03-01,,,,,,
PT,PT_9926,CURCUMA  FRASCO LINEAL 100G(9926),activo,False,"enero, marzo, febrero",2026-03-01,,,,,,
PT,PT_2049,CURCUMA DISP X 10 $0.25 (2049),activo,False,"enero, marzo, diciembre",2026-03-01,,,,,,
PT,PT_7112,CURCUMA FUNDA 500 G (7112),activo,False,"septiembre, octubre",2025-10-01,,,,,,
PT,PT_1349,CURCUMA KILO (1349),activo,False,"septiembre, enero, marzo",2026-03-01,,,,,,
PT,PT_7366,CURRY FCO DE 50 GRS(7366),activo,False,"enero, marzo, diciembre",2026-03-01,,,,,,
PT,PT_6031,CURRY FDA. 50 GRS. (6031),activo,False,"enero, febrero, marzo",2026-03-01,,,,,,
PT,PT_6048,CURRY FDA.100 GRS.(6048),activo,False,"enero, marzo, febrero",2026-03-01,,,,,,
PT,PT_9919,CURRY FRASCO LINEAL 120G (9919),activo,False,"enero, diciembre, marzo",2026-03-01,,,,,,
PT,PT_7953,CURRY KILO (7953),activo,False,"noviembre, octubre, diciembre",2026-03-01,,,,,,
PT,PT_1329,DON YAKA ACHIOTE 40G(1329),activo,True,"marzo, enero, julio",2026-03-01,,,,,,
PT,PT_1336,DON YAKA ANIS ESPAÑOL 15G(1336),activo,True,"noviembre, enero, septiembre",2026-03-01,,,,,,
PT,PT_1343,DON YAKA ANIS ESTRELLADO 15G(1343),activo,True,"enero, julio, noviembre",2026-03-01,,,,,,
PT,PT_1367,DON YAKA CANELA ENTERA RAMA 15G(1367),activo,True,"enero, octubre, marzo",2026-03-01,,,,,,
PT,PT_1619,DON YAKA CANELA MOLIDA  15G(1619),activo,True,"marzo, noviembre, enero",2026-03-01,,,,,,
PT,PT_1374,DON YAKA CLAVO DE OLOR 15G(1374),activo,True,"enero, noviembre, septiembre",2026-01-01,,,,,,
PT,PT_1381,DON YAKA COMINO GRANO 15G(1381),activo,True,"julio, febrero, enero",2025-07-01,,,,,,
PT,PT_1398,DON YAKA COMINO MOLIDO 15G(1398),activo,True,"noviembre, enero, julio",2026-03-01,,,,,,
PT,PT_1404,DON YAKA LAUREL HOJA 4G(1404),activo,True,"enero, octubre, diciembre",2026-01-01,,,,,,
PT,PT_1039,DON YAKA LENTEJON 500G (1039),activo,False,abril,2025-04-01,,,,,,
PT,PT_1411,DON YAKA OREGANO HOJA 15G(1411),activo,True,"octubre, enero, noviembre",2026-03-01,,,,,,
PT,PT_0612,DON YAKA OREGANO HOJA 30G(0612)..,activo,True,"enero, marzo, julio",2026-03-01,,,,,,
PT,PT_1435,DON YAKA PIMIENTA DE OLOR 15G(1435),activo,True,"marzo, febrero, enero",2026-03-01,,,,,,
PT,PT_0728,DON YAKA PIMIENTA OLOR 30G(0728),activo,True,"enero, marzo, diciembre",2026-03-01,,,,,,
PT,PT_1459,DON YAKA PIMIENTA PICANTE GRANO 15G(1459),activo,False,"abril, mayo, enero",2025-05-01,,,,,,
PT,PT_1442,DON YAKA PIMIENTA PICANTE MOLIDA 15G(1442),activo,True,"enero, febrero, noviembre",2026-02-01,,,,,,
PT,PT_0735,DON YAKA PIMIENTA PICANTE MOLIDA 30G(0735),activo,True,"marzo, enero, agosto",2026-03-01,,,,,,
PT,PT_1590,DULCE DE GUAYABA CONFITADA 120G (1590),activo,True,"marzo, enero, febrero",2026-03-01,,,,,,
PT,PT_1583,DULCE DE GUAYABA TARRINA 95G (1583),activo,True,"febrero, marzo, mayo",2026-02-01,,,,,,
PT,PT_3041,EL ARTESANAL  ACEITE DE SOYA 1L (3041),activo,True,"noviembre, septiembre, agosto",2026-03-01,,,,,,
PT,PT_4841,EL ARTESANAL  ACEITE GIRASOL 1L (4841),activo,False,"diciembre, enero, noviembre",2026-03-01,,,,,,
PT,PT_4834,EL ARTESANAL  ACEITE GIRASOL 2L (4834),inactivo,True,"julio, marzo, febrero",2024-10-01,,,,,,
PT,PT_4858,EL ARTESANAL  ACEITE GIRASOL 500ML (4858),inactivo,True,"julio, junio, marzo",2024-11-01,,,,,,
PT,PT_3058,EL ARTESANAL  ACEITE VEGETAL 1L (3058),activo,False,"septiembre, noviembre, julio",2026-03-01,,,,,,
PT,PT_6357,EL ARTESANAL ACHIOTE ACEITE BOT 190ML (6357),activo,False,"julio, abril, agosto",2026-03-01,,,,,,
PT,PT_6364,EL ARTESANAL ACHIOTE ACEITE BOT 440ML (6364),activo,False,"marzo, diciembre, febrero",2026-03-01,,,,,,
PT,PT_2991,EL ARTESANAL AJI ESCAMAS FRASCO 30G (2991),activo,False,"marzo, abril, julio",2026-03-01,,,,,,
PT,PT_7613,EL ARTESANAL AJI PARA SECOS/ENCEBOLLADOS FRASCO 60G (7613),activo,False,"junio, febrero, julio",2026-03-01,,,,,,
PT,PT_2960,EL ARTESANAL AJO EN POLVO FRASCO 70G (2960),activo,False,"marzo, diciembre, junio",2026-03-01,,,,,,
PT,PT_3103,EL ARTESANAL AJO EN POLVO FUNDA 50G (3103),activo,False,"diciembre, marzo, febrero",2026-03-01,,,,,,
PT,PT_4278,EL ARTESANAL AJO PASTA BOTELLA 470G (4278),activo,False,"julio, abril, marzo",2026-03-01,,,,,,
PT,PT_7620,EL ARTESANAL AJONJOLI FRASCO 60G (7620),inactivo,True,"junio, febrero, marzo",2025-03-01,,,,,,
PT,PT_3059,EL ARTESANAL ALBAHACA FUNDA 25G (3059),activo,False,"junio, diciembre, enero",2026-03-01,,,,,,
PT,PT_4982,EL ARTESANAL ALMIDON DE YUCA 420 GR (4982),activo,False,"marzo, febrero, enero",2026-03-01,,,,,,
PT,PT_3073,EL ARTESANAL ANIS ESTRELLADO FUNDA 20G (3073),activo,False,"junio, octubre, diciembre",2026-03-01,,,,,,
PT,PT_7637,EL ARTESANAL APIO FRASCO 12G (7637),activo,False,"junio, enero, julio",2026-03-01,,,,,,
PT,PT_4814,EL ARTESANAL CANELA EN RAMA FUNDA  10 GR (4814),activo,False,"diciembre, marzo, enero",2026-03-01,,,,,,
PT,PT_7644,EL ARTESANAL CANELA MOLIDA FRASCO 40G (7644),activo,False,"junio, diciembre, octubre",2026-03-01,,,,,,
PT,PT_3035,EL ARTESANAL CANELA MOLIDA FUNDA 50G (3035),activo,False,"diciembre, junio, octubre",2026-03-01,,,,,,
PT,PT_7668,EL ARTESANAL CARDAMOMO FRASCO 50G (7668),activo,False,"junio, febrero, abril",2025-10-01,,,,,,
PT,PT_2977,EL ARTESANAL CEBOLLA EN POLVO FRASCO 70G (2977),activo,False,"marzo, diciembre, julio",2026-03-01,,,,,,
PT,PT_3110,EL ARTESANAL CEBOLLA EN POLVO FUNDA 50G (3110),activo,False,"diciembre, enero, febrero",2026-03-01,,,,,,
PT,PT_7651,EL ARTESANAL CEBOLLIN FRASCO 6G (7651),activo,False,"junio, enero, diciembre",2026-03-01,,,,,,
PT,PT_7675,EL ARTESANAL CILANTRO FRASCO 15G (7675),activo,False,"junio, enero, diciembre",2026-03-01,,,,,,
PT,PT_3097,EL ARTESANAL CLAVO DE OLOR FUNDA 25G (3097),activo,False,"octubre, diciembre, junio",2026-03-01,,,,,,
PT,PT_3028,EL ARTESANAL COMINO MOLIDO FUNDA 50G (3028),activo,False,"enero, octubre, noviembre",2026-03-01,,,,,,
PT,PT_3011,EL ARTESANAL CURCUMA  FRASCO 50G (3011),activo,False,"marzo, diciembre, julio",2026-03-01,,,,,,
PT,PT_3134,EL ARTESANAL CURCUMA FUNDA 50G (3134),activo,False,"diciembre, junio, febrero",2026-03-01,,,,,,
PT,PT_7682,EL ARTESANAL CURRY FRASCO 50G (7682),activo,False,"junio, diciembre, julio",2026-03-01,,,,,,
PT,PT_3042,EL ARTESANAL CURRY FUNDA 50G (3042),activo,False,"junio, diciembre, enero",2026-03-01,,,,,,
PT,PT_1613,EL ARTESANAL FLOR DE JAMICA 30GR (1613),activo,False,"febrero, mayo, julio",2026-03-01,,,,,,
PT,PT_4760,EL ARTESANAL FLOR DE SAL PARRILLERA DOYPACK 450 GR (4760),activo,False,"enero, marzo, febrero",2026-03-01,,,,,,
PT,PT_6561,EL ARTESANAL HARINA ARVEJA 400G(6561),activo,True,"agosto, diciembre, septiembre",2026-03-01,,,,,,
PT,PT_6554,EL ARTESANAL HARINA DE HABA 400G(6554),activo,True,"agosto, julio, marzo",2026-03-01,,,,,,
PT,PT_6913,EL ARTESANAL HORCHATA FDA 25G(6913),activo,False,"julio, febrero, octubre",2026-03-01,,,,,,
PT,PT_2939,EL ARTESANAL MANI PASTA 140 GR (2939),activo,False,"marzo, julio, septiembre",2026-03-01,,,,,,
PT,PT_7699,EL ARTESANAL NUEZ MOSCADA FRASCO 50G (7699),activo,False,"junio, diciembre, enero",2026-03-01,,,,,,
PT,PT_3004,EL ARTESANAL OREGANO FRASCO 12 G (3004),activo,False,"mayo, abril, diciembre",2026-03-01,,,,,,
PT,PT_4753,EL ARTESANAL OREGANO FUNDA 20 GR (4753),activo,False,"enero, diciembre, febrero",2026-03-01,,,,,,
PT,PT_7705,EL ARTESANAL OREGANO MOLIDO FRASCO 35G (7705),activo,False,"junio, diciembre, enero",2026-03-01,,,,,,
PT,PT_2984,EL ARTESANAL PAPRIKA FCO 40G (2984),activo,False,"diciembre, julio, marzo",2026-03-01,,,,,,
PT,PT_4791,EL ARTESANAL PASTA DE MANI FUNDA 225 GR (4791),activo,False,"julio, marzo, febrero",2026-03-01,,,,,,
PT,PT_7712,EL ARTESANAL PEREJIL FRASCO 15G (7712),activo,False,"junio, diciembre, enero",2026-03-01,,,,,,
PT,PT_3080,EL ARTESANAL PIMIENTA DE OLOR FUNDA 50G (3080),activo,False,"octubre, junio, diciembre",2026-03-01,,,,,,
PT,PT_2953,EL ARTESANAL PIMIENTA MOLIDA FRASCO 55G (2953),activo,False,"marzo, diciembre, julio",2026-03-01,,,,,,
PT,PT_4838,EL ARTESANAL PIMIENTA MOLIDA FUNDA 50 GR (4838),activo,False,"marzo, diciembre, febrero",2026-03-01,,,,,,
PT,PT_3202,EL ARTESANAL PULPA DE TAMARINDO 250ML (3202),activo,False,"mayo, abril, enero",2026-03-01,,,,,,
PT,PT_7729,EL ARTESANAL ROMERO FRASCO 15G (7729),activo,False,"julio, enero, diciembre",2026-03-01,,,,,,
PT,PT_7736,EL ARTESANAL SAL HIMALAYA FRASCO 100G (7736),activo,False,"junio, julio, enero",2026-03-01,,,,,,
PT,PT_7743,EL ARTESANAL SAL HIMALAYA MOLIDA FRASCO 70G (7743),activo,False,"octubre, diciembre, agosto",2026-03-01,,,,,,
PT,PT_7750,EL ARTESANAL SAL MARINA FRASCO 90G (7750),activo,False,"diciembre, octubre, septiembre",2026-03-01,,,,,,
PT,PT_4678,EL ARTESANAL SAL MARINA PARRILLERA DOYPACK 450 GR (4678),activo,False,"marzo, febrero, junio",2026-03-01,,,,,,
PT,PT_3127,EL ARTESANAL SAZON FINAS HIERBAS FUNDA 50 GR (3127),activo,False,"diciembre, junio, enero",2026-03-01,,,,,,
PT,PT_b22394a644,EL ARTESANAL TOMILLO FUNDA 25 GR,activo,False,"diciembre, junio, julio",2025-12-01,,,,,,
PT,PT_1282,ESY MOLINILLO MIX PIMIENTAS 100G (1282)..,activo,False,"febrero, enero",2026-02-01,,,,,,
PT,PT_1251,ESY MOLINILLO SAL HIMALAYA 215G (1251)..,activo,False,febrero,2026-02-01,,,,,,
PT,PT_1275,ESY MOLINILLO SAL HIMALAYA FINAS HIERBAS 180G (1275)..,activo,False,febrero,2026-02-01,,,,,,
PT,PT_1268,ESY MOLINILLO SAL MARINA 200G (1268)..,activo,False,enero,2026-01-01,,,,,,
PT,PT_4296,FLOR DE JAMAICA DOYPACK DE 30 GR (4296),activo,False,"febrero, marzo, octubre",2026-03-01,,,,,,
PT,PT_7199,FREJOL NEGRO FUNDA DE 500 G (7199),inactivo,False,"septiembre, octubre, marzo",2023-12-01,,,,,,
PT,PT_1163,GOMITAS TARRINA 85G (1163),activo,False,"marzo, julio, enero",2026-03-01,,,,,,
PT,PT_0814,GRANOLA FUNDA 135G(0814),activo,True,"mayo, enero, febrero",2026-03-01,,,,,,
PT,PT_1507,HABAS DE DULCE TARRINA 130G (1507),activo,False,"marzo, abril, noviembre",2026-03-01,,,,,,
PT,PT_2061,HABAS DE SAL TARRINA 100G (2061),activo,True,"diciembre, enero, marzo",2026-03-01,,,,,,
PT,PT_1538,HABAS TARRINA 105G (1538),activo,True,"febrero, marzo, octubre",2026-03-01,,,,,,
PT,PT_0425,HORCHATA FDA 20G (0425),activo,True,"noviembre, febrero, enero",2026-03-01,,,,,,
PT,PT_1220,INDIAS S. ACEITE DE GIRASOL BOT 1L(1220),inactivo,True,"julio, diciembre, marzo",2025-03-01,,,,,,
PT,PT_1213,INDIAS S. ACEITE DE GIRASOL BOT PET 500ML(1213),inactivo,False,"julio, diciembre",2024-12-01,,,,,,
PT,PT_0513,INDIAS S. AJI EN ESCAMAS FCO 30G (0513),activo,True,"marzo, junio, mayo",2026-01-01,,,,,,
PT,PT_0209,INDIAS S. AJI PARA SECOS/ENCEBOLLADOS FCO 60G (0209),inactivo,True,"enero, mayo, junio",2024-06-01,,,,,,
